submission,_elapsed,ip_address,user_agent,orig,userid,lastupdated,mygroup,status,om1,om2,sl1,sl2,sl3,sl4,topic,numcompleted,teacher,typedelib,uniqueid,pips1,pips2,pips3,pips4,similar,pips5
1,311559,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582001,1582001,1538051634,,,100,16,100,85,50,29,3,1,15,3,R07082003,50,0,100,87,76,50
1,303456,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582007,1582007,1538051654,,,45,74,71,50,70,74,3,1,15,3,o08202003,50,27,100,100,29,27
1,340027,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1582003,1582003,1538051667,,,70,71,53,100,79,100,3,1,15,3,S08042003,64,12,75,75,10,70
1,305294,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582009,1582009,1538051672,,,66,100,75,66,77,69,3,1,15,3,K08/07/2003,68,26,50,64,82,64
1,296509,50.225.39.79,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1582011,1582011,1538051672,,,100,100,75,100,70,70,3,1,15,3,w09012003,50,16,100,53,16,11
1,295919,166.137.240.90,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1582013,1582013,1538051677,,,50,72,59,56,90,60,3,1,NULL,3,e06192003,69,38,71,50,86,75
1,281316,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582015,1582015,1538051678,,,94,70,73,74,85,92,3,1,15,3,h12122002,88,17,50,81,23,50
1,176689,172.56.3.142,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1582019,1582019,1538051683,,,100,65,30,76,100,65,3,1,15,3,,43,15,100,67,46,15
1,346681,174.205.26.140,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1582006,1582006,1538051685,,,74,81,65,60,63,46,3,1,15,3,a03252003,41,58,100,76,71,40
1,198191,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582018,1582018,1538051688,,,37,57,92,84,35,79,3,1,15,3,s11022002,74,29,87,85,76,93
1,338470,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1582012,1582012,1538051715,,,83,74,100,65,74,61,3,1,15,3,O05042003,100,6,100,100,41,55
1,316229,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1582016,1582016,1538051731,,,46,55,65,35,48,58,6,3,15,3,8/29/2003 NS,52,5,30,50,50,50
1,447243,50.225.39.80,"Mozilla/5.0 (Linux; Android 7.0; LGMS210 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36",1582005,1582005,1538051785,,,100,4,30,99,50,52,3,1,15,3,T10/10/2002,50,1,100,100,100,50
1,189166,73.229.219.212,"Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1582453,1582453,1538160597,,,100,100,55,100,100,78,NULL,NULL,NULL,3,k05092002,50,16,68,100,100,63
1,153317,71.163.95.237,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1582865,1582865,1538332873,,,89,85,77,100,70,100,1,1,19,1,j06092002,82,50,78,78,22,74
1,119730,73.180.188.94,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1582916,1582916,1538349098,,,50,74,100,72,100,50,1,1,19,3,j09301963,100,22,100,86,50,50
1,119811,73.128.111.59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1582932,1582932,1538352611,,,88,78,99,94,90,93,1,1,19,1,K06272001,84,33,69,83,10,39
1,97964,73.180.229.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1582950,1582950,1538357094,,,90,98,92,100,65,89,1,1,19,3,a05091985,100,6,50,99,50,50
1,95806,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/69.0.3497.105 Mobile/15E148 Safari/605.1",1583032,1583032,1538393330,,,68,77,68,80,63,76,3,1,15,3,e10042002,60,55,79,80,74,61
1,138899,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583031,1583031,1538393347,,,87,74,53,88,87,87,3,1,15,3,s01292003,95,10,89,89,50,45
1,148287,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583033,1583033,1538393406,,,61,76,37,76,68,57,3,1,15,3,j11262002,50,34,60,83,68,61
1,116232,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583034,1583034,1538393406,,,66,94,98,81,78,73,3,1,15,3,L02122003,59,39,100,81,85,58
1,94524,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583036,1583036,1538393424,,,100,82,79,100,92,100,3,1,15,3,C07202002,100,10,100,100,30,50
1,108311,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583040,1583040,1538393500,,,59,77,41,79,88,85,3,1,15,3,A07172003,59,45,63,70,50,68
1,198495,50.225.39.79,"Mozilla/5.0 (Linux; Android 8.0.0; XT1635-01 Build/ODNS27.76-12-30-8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583035,1583035,1538393520,,,73,65,50,75,58,75,3,1,15,1,D01132003,67,35,69,74,50,50
1,150963,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583039,1583039,1538393528,,,50,50,56,18,50,28,3,1,15,3,K12012002,35,50,58,58,100,76
1,182116,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583038,1583038,1538393541,,,98,80,100,100,80,99,3,1,15,3,g05142003,100,13,52,90,20,77
1,100915,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583042,1583042,1538393546,,,63,84,74,63,71,63,3,1,15,3,h08072003,82,58,80,73,87,63
1,147919,50.225.39.79,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J327P Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583041,1583041,1538393557,,,87,88,90,89,100,82,3,1,15,3,m11252002,87,94,44,77,96,100
1,278896,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C114 Safari/604.1",1583037,1583037,1538393628,,,100,100,84,84,85,83,3,1,15,1,s04022003,95,5,50,93,26,50
1,183127,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583043,1583043,1538393630,,,79,48,100,72,100,56,3,1,15,1,R08112003,60,54,50,50,78,50
1,106520,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C153 Safari/604.1",1583046,1583046,1538393647,,,70,100,84,85,100,97,3,1,NULL,1,,100,0,63,100,23,50
1,158315,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583044,1583044,1538393680,,,50,50,50,50,50,50,2,4,15,1,A  10092002,94,50,50,60,53,50
1,130309,50.225.39.79,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583047,1583047,1538393681,,,67,75,63,63,63,57,3,1,15,3,aw09042003,69,43,61,66,50,50
1,173321,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583045,1583045,1538393701,,,100,77,100,100,100,50,3,1,15,3,S112902,100,24,100,85,67,73
1,117289,50.225.39.80,"Mozilla/5.0 (iPod touch; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583050,1583050,1538393710,,,51,50,50,50,50,50,3,1,15,3,G08082003,50,39,59,62,55,75
1,59383,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A421 Safari/604.1",1583053,1583053,1538393748,,,50,50,50,50,50,50,NULL,NULL,NULL,3,I  07182003,50,50,50,50,50,50
1,161444,50.225.39.80,"Mozilla/5.0 (Linux; Android 8.0.0; moto g(6) Build/ODS27.104-31-2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583051,1583051,1538393756,,,64,62,62,64,31,64,3,1,15,1,s08082003,71,32,66,65,50,34
1,219833,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583052,1583052,1538393829,,,80,70,66,92,69,68,3,1,15,1,i06162003,59,23,55,96,37,59
1,86645,108.51.246.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1583060,1583060,1538395750,,,62,92,100,76,41,96,1,1,19,3,h12181977,80,65,76,72,84,50
1,1177702,108.51.246.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1583059,1583059,1538396306,,,78,95,87,98,93,100,1,1,19,2,m05051978,92,77,100,92,72,7
1,162987,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",1583062,1583062,1538396614,,,100,70,0,75,78,100,3,1,15,3,s05242003,61,78,70,74,68,72
1,138423,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583063,1583063,1538396684,,,92,84,57,100,86,100,3,1,15,3,s08042003,78,27,79,80,36,72
1,107220,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583069,1583069,1538396716,,,67,82,61,66,76,80,3,1,15,3,a03252003,58,44,75,71,61,51
1,79663,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) CriOS/69.0.3497.105 Mobile/15D100 Safari/604.1",1583073,1583073,1538396717,,,20,67,66,68,25,66,3,1,15,3,B12212002,60,68,62,61,75,40
1,168697,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583065,1583065,1538396735,,,62,69,64,100,100,66,3,1,15,3,H04112003,79,26,66,68,50,59
1,154308,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583068,1583068,1538396754,,,50,75,35,81,81,75,3,1,15,3,j08222003,80,33,85,75,90,68
1,111386,50.225.39.79,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583074,1583074,1538396755,,,66,87,92,87,84,61,3,1,15,3,a05072003,88,9,85,69,42,49
1,190994,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583067,1583067,1538396789,,,100,63,73,61,51,75,3,1,15,1,R07082003,58,43,88,54,81,75
1,167292,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583071,1583071,1538396792,,,100,87,22,82,100,68,3,1,15,3,c050503,28,75,50,75,100,78
1,101519,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583077,1583077,1538396796,,,74,83,82,76,94,50,3,2,15,3,d03112004,78,17,87,85,50,50
1,114358,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583070,1583070,1538396972,,,100,100,100,100,100,100,3,1,15,3,k12132002,100,14,100,100,8,15
1,148986,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583076,1583076,1538396823,,,56,57,75,80,41,73,3,1,15,3,L10012002,78,66,28,68,88,59
1,100264,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583079,1583079,1538396834,,,96,98,95,100,93,100,3,1,15,3,m08172003,90,6,93,97,19,17
1,289263,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583064,1583064,1538396838,,,72,65,81,74,90,68,3,1,15,3,S09272002,56,33,81,62,61,38
1,193953,166.137.240.113,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583075,1583075,1538396847,,,56,74,58,65,78,57,3,1,15,3,e06192003,55,29,64,56,38,58
1,366629,50.225.39.80,"Mozilla/5.0 (Linux; Android 8.0.0; XT1650 Build/OCLS27.76-69-6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583066,1583066,1538396951,,,61,70,57,73,57,78,3,1,15,3,i02102003,68,39,66,69,44,59
1,258112,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583078,1583078,1538396966,,,86,61,65,98,78,96,3,2,15,3,s02202003,90,20,89,93,53,60
1,209160,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583081,1583081,1538396976,,,60,80,31,73,82,68,3,1,15,3,A08202003,77,21,100,82,50,50
1,210536,50.225.39.79,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583082,1583082,1538396980,,,100,75,34,50,50,73,3,1,15,3,w09012003,77,9,100,100,77,50
1,351005,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583072,1583072,1538396986,,,85,84,84,84,83,83,3,1,15,3,h12122002,85,14,50,89,36,50
1,131100,50.225.39.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583084,1583084,1538396987,,,75,17,81,80,83,80,3,1,15,3,S11022002,86,15,84,87,58,73
1,160766,50.225.39.79,"Mozilla/5.0 (Linux; Android 7.0; SM-J327V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36",1583085,1583085,1538397029,,,79,50,100,100,77,50,3,1,15,3,s04072003,76,22,50,100,50,50
1,404394,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1583080,1583080,1538397170,,,72,67,77,60,55,63,3,1,15,3,R08122003,71,32,90,65,59,50
1,311666,50.225.39.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1583086,1583086,1538397287,,,67,67,72,87,68,96,3,1,15,3,o08202003,68,27,100,100,62,87
1,13962,204.228.117.198,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1584225,1584225,1538659803,,,50,50,50,50,50,50,NULL,NULL,NULL,NULL,,50,50,50,50,50,50
1,141347,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584231,1584231,1538663677,,,100,100,100,100,54,100,NULL,1,18,3,e04062003,62,0,52,100,37,35
1,186855,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584228,1584228,1538663678,,,89,87,83,88,87,81,4,1,18,3,i12162002,100,12,50,91,50,43
1,196815,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584229,1584229,1538663703,,,54,56,56,59,50,64,NULL,NULL,18,NULL,c02182003,55,43,46,57,50,45
1,156666,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584237,1584237,1538663726,,,74,85,50,80,43,69,NULL,NULL,NULL,NULL,n02092003,67,17,71,76,50,50
1,214099,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584230,1584230,1538663733,,,60,15,90,93,83,90,NULL,NULL,18,NULL,a04272003,71,30,93,92,77,35
1,162272,204.228.117.196,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584243,1584243,1538663769,,,82,76,71,63,29,62,NULL,NULL,NULL,NULL,e121602,50,25,74,100,69,28
1,203646,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584238,1584238,1538663774,,,63,66,72,85,0,72,NULL,NULL,18,NULL,a11112002,51,14,50,90,50,50
1,181548,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584240,1584240,1538663775,,,100,100,80,100,100,100,5,1,16,3,o03302003,100,0,100,100,78,72
1,232983,204.228.117.196,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584233,1584233,1538663784,,,88,89,76,71,100,100,NULL,NULL,18,3,a07242003,100,18,25,98,66,78
1,114111,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584249,1584249,1538663791,,,100,0,100,0,0,0,6,4,24,2,F10072003,0,0,0,0,0,0
1,209661,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584242,1584242,1538663806,,,100,100,50,100,94,100,NULL,NULL,NULL,1,k09162003,100,0,100,100,52,30
1,232581,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584239,1584239,1538663807,,,100,100,64,100,100,100,NULL,NULL,18,3,l10242002,100,0,100,100,0,44
1,273692,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584235,1584235,1538663831,,,66,100,58,86,73,90,5,1,18,3,j121602,49,50,60,61,50,50
1,245370,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584241,1584241,1538663840,,,53,51,57,89,44,79,NULL,NULL,18,1,e11202002,95,15,50,96,83,50
1,274420,204.228.117.198,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584236,1584236,1538663840,,,90,97,87,94,96,100,6,1,18,3,a01282003,95,2,7,100,5,0
1,202643,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584246,1584246,1538663841,,,100,75,28,72,70,69,8,1,18,1,a12182002,63,8,0,98,78,0
1,252527,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584244,1584244,1538663868,,,93,80,90,86,89,84,3,1,18,1,m0318203,100,0,100,100,15,5
1,209028,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584247,1584247,1538663873,,,70,100,79,100,50,100,NULL,NULL,NULL,NULL,a12152002,70,33,100,78,50,21
1,277042,204.228.117.198,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584245,1584245,1538663912,,,53,58,75,72,69,90,NULL,NULL,NULL,NULL,e11082002,68,28,70,45,65,67
1,151750,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584250,1584250,1538663962,,,72,96,100,66,42,43,4,1,18,3,p09182003,50,36,24,86,47,19
1,298735,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584248,1584248,1538663970,,,64,75,0,55,32,36,NULL,NULL,NULL,NULL,n11192002,84,0,54,80,100,56
1,110358,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584262,1584262,1538666461,,,100,100,100,100,100,100,5,2,9,1,s021003,100,0,100,100,50,100
1,177470,204.228.117.196,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584265,1584265,1538666562,,,100,76,76,50,77,65,NULL,NULL,NULL,NULL,,50,70,50,86,24,24
1,170794,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 10176.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.190 Safari/537.36",1584266,1584266,1538666562,,,89,74,71,74,73,75,NULL,NULL,18,NULL,,74,26,70,70,55,50
1,209819,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.101 Safari/537.36",1584264,1584264,1538666576,,,47,100,66,100,42,100,6,1,NULL,3,j032703,100,60,84,91,57,78
